Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project lead id,Project description,Priority,Resolution,Assignee,Assignee Id,Reporter,Reporter Id,Creator,Creator Id,Created,Updated,Last Viewed,Resolved,Due date,Votes,Labels,Labels,Description,Environment,Watchers,Watchers Id,Original estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Attachment,Custom field (Issue color),Custom field (Rank),Custom field (Start date),Custom field (Story point estimate),Custom field (Team),Custom field (Vulnerability),Custom field (development),Comment,Comment,Comment,Comment,Parent,Parent key,Parent summary,Status Category,Status Category Changed
[KIDS] Room 2 Complete Area Clearance,GMLT-47,10186,Story,To Do,GMLT,Get My Life Together,software,HD Solutions,5ee5149e4833d00aae4fecc1,,High,,HD Solutions,5ee5149e4833d00aae4fecc1,HD Solutions,5ee5149e4833d00aae4fecc1,HD Solutions,5ee5149e4833d00aae4fecc1,12/Jul/25 3:50 PM,12/Jul/25 3:50 PM,,,,0,adults-lead,child-participate,"As a family preparing Kid's Room 2 for comprehensive treatment
I want to completely clear and organize the clothes cubby and storage areas
So that I can access all surfaces for cleaning and treatment.

**Acceptance Criteria:**
1. Remove all items from clothes cubby and storage areas completely
2. Sort all clothing by child with keep, donate, outgrown categories
3. Remove all toys, books, and personal items for inspection and cleaning
4. Sort shoes into keep, donate, and outgrown categories
5. Create designated areas for items awaiting washing or treatment
6. Remove all items that cannot be effectively cleaned or treated
7. Document room contents before and after for progress tracking
8. Involve child in age-appropriate decision making throughout process",,HD Solutions,5ee5149e4833d00aae4fecc1,,,,,,,,,GMLT-48,GMLT-49,GMLT-50,,,,,,,,,GMLT-3,,,,0|i000g7:,,,,,{},,,,,10126,GMLT-6,KIDS - Children's Bedroom Safety & Organization,To Do,12/Jul/25 3:50 PM
[KIDS] Room 2 Comprehensive Bed Bug Treatment,GMLT-48,10188,Story,To Do,GMLT,Get My Life Together,software,HD Solutions,5ee5149e4833d00aae4fecc1,,High,,HD Solutions,5ee5149e4833d00aae4fecc1,HD Solutions,5ee5149e4833d00aae4fecc1,HD Solutions,5ee5149e4833d00aae4fecc1,12/Jul/25 3:50 PM,12/Jul/25 3:50 PM,,,,0,adults-only,,"As a family eliminating bed bugs from Kid's Room 2
I want to apply thorough bed bug treatment to all furniture and surfaces
So that I can create a safe, pest-free environment for the child.

**Acceptance Criteria:**
1. Apply bed bug treatment to all furniture including bed, dresser, and storage
2. Treat all baseboards, carpet edges, and cracks thoroughly
3. Apply treatment to closet areas, door frames, and window areas
4. Inspect and treat any toys or items returning to room
5. Set up bed bug interceptor traps under bed legs
6. Apply treatment to clothes cubby and any built-in storage
7. Document all treatment areas and products used
8. Ensure room ventilation and child safety during treatment",,HD Solutions,5ee5149e4833d00aae4fecc1,,,,,,,,,,,,,,,,,,,,GMLT-47,GMLT-3,,,0|i000gf:,,,,,{},,,,,10126,GMLT-6,KIDS - Children's Bedroom Safety & Organization,To Do,12/Jul/25 3:50 PM
[KIDS] Shoe Storage Solution Implementation,GMLT-49,10190,Story,To Do,GMLT,Get My Life Together,software,HD Solutions,5ee5149e4833d00aae4fecc1,,Medium,,HD Solutions,5ee5149e4833d00aae4fecc1,HD Solutions,5ee5149e4833d00aae4fecc1,HD Solutions,5ee5149e4833d00aae4fecc1,12/Jul/25 3:50 PM,12/Jul/25 3:50 PM,,,,0,adults-lead,child-participate,"As a family creating organized storage that prevents pest harborage
I want to install effective shoe storage systems in both kids' rooms
So that I can keep shoes organized and off the floor while teaching children organization skills.

**Acceptance Criteria:**
1. Research and purchase appropriate shoe storage solutions for each room
2. Install shoe racks, organizers, or cubbies in designated areas
3. Sort shoes by child and remove outgrown or damaged pairs
4. Clean all keeping shoes thoroughly before returning to storage
5. Create designated spots for different types of shoes (school, play, dress)
6. Teach children how to use and maintain the storage system
7. Establish daily routine for proper shoe storage
8. Label storage areas if helpful for younger children",,HD Solutions,5ee5149e4833d00aae4fecc1,,,,,,,,,,,,,,,,,,,,GMLT-47,GMLT-44,,,0|i000gn:,,,,,{},,,,,10126,GMLT-6,KIDS - Children's Bedroom Safety & Organization,To Do,12/Jul/25 3:50 PM
[KIDS] Hamper Placement and Laundry System Setup,GMLT-50,10192,Story,To Do,GMLT,Get My Life Together,software,HD Solutions,5ee5149e4833d00aae4fecc1,,Medium,,HD Solutions,5ee5149e4833d00aae4fecc1,HD Solutions,5ee5149e4833d00aae4fecc1,HD Solutions,5ee5149e4833d00aae4fecc1,12/Jul/25 3:50 PM,12/Jul/25 3:50 PM,,,,0,all-family,,"As a family establishing sustainable cleanliness routines
I want to set up proper hamper placement and laundry systems in kids' rooms
So that I can prevent dirty clothes accumulation and teach children responsibility.

**Acceptance Criteria:**
1. Designate appropriate hamper locations in each child's room
2. Purchase hampers that are appropriately sized and easy for children to use
3. Teach children how to sort dirty clothes and use hampers properly
4. Create simple laundry routine that children can follow age-appropriately
5. Establish weekly laundry collection and processing schedule
6. Set up system for children to help with folding and putting away clothes
7. Create visual reminders or charts for younger children
8. Establish consequences and rewards for following laundry routines",,HD Solutions,5ee5149e4833d00aae4fecc1,,,,,,,,,GMLT-52,,,,,,,,,,,GMLT-42,GMLT-47,,,0|i000gv:,,,,,{},,,,,10126,GMLT-6,KIDS - Children's Bedroom Safety & Organization,To Do,12/Jul/25 3:50 PM
[KIDS] Twin Bed Layout Planning for Room 2,GMLT-51,10194,Story,To Do,GMLT,Get My Life Together,software,HD Solutions,5ee5149e4833d00aae4fecc1,,Low,,HD Solutions,5ee5149e4833d00aae4fecc1,HD Solutions,5ee5149e4833d00aae4fecc1,HD Solutions,5ee5149e4833d00aae4fecc1,12/Jul/25 3:50 PM,12/Jul/25 3:50 PM,,,,0,adults-only,,"As a family optimizing space for children's comfort and safety
I want to plan the layout for two twin beds in Kid's Room 2
So that I can create functional sleeping space without using bunk beds.

**Acceptance Criteria:**
1. Measure room dimensions and available floor space accurately
2. Research and plan optimal placement for two twin beds
3. Consider safety requirements, egress paths, and accessibility
4. Plan placement that allows for easy bed making and cleaning
5. Consider storage needs and play space in room layout
6. Create visual layout plan or diagram for implementation
7. Ensure adequate space for bed bug monitoring and treatment access
8. Plan installation timeline coordinated with new mattress delivery",,HD Solutions,5ee5149e4833d00aae4fecc1,,,,,,,,,,,,,,,,,,,,GMLT-6,,,,0|i000h3:,,,,,{},,,,,10126,GMLT-6,KIDS - Children's Bedroom Safety & Organization,To Do,12/Jul/25 3:50 PM
[KIDS] Children's Organization Skills Training,GMLT-52,10196,Story,To Do,GMLT,Get My Life Together,software,HD Solutions,5ee5149e4833d00aae4fecc1,,Medium,,HD Solutions,5ee5149e4833d00aae4fecc1,HD Solutions,5ee5149e4833d00aae4fecc1,HD Solutions,5ee5149e4833d00aae4fecc1,12/Jul/25 3:50 PM,12/Jul/25 3:50 PM,,,,0,all-family,,"As a family building sustainable organizational habits
I want to teach children age-appropriate organization and cleaning skills
So that they can maintain their rooms and contribute to family cleanliness goals.

**Acceptance Criteria:**
1. Create age-appropriate checklists for daily room maintenance
2. Teach children how to make beds, organize belongings, and tidy rooms
3. Establish morning and evening routines that include room care
4. Create reward systems that motivate children to maintain organization
5. Teach children to identify and report any pest activity safely
6. Set up weekly room inspection routine with positive reinforcement
7. Create simple cleaning supply kits that children can use safely
8. Establish family meeting time to discuss progress and challenges",,HD Solutions,5ee5149e4833d00aae4fecc1,,,,,,,,,,,,,,,,,,,,GMLT-46,GMLT-50,,,0|i000hb:,,,,,{},,,,,10126,GMLT-6,KIDS - Children's Bedroom Safety & Organization,To Do,12/Jul/25 3:50 PM
[KIDS] New Mattress Planning and Placement,GMLT-53,10198,Story,To Do,GMLT,Get My Life Together,software,HD Solutions,5ee5149e4833d00aae4fecc1,,Low,,HD Solutions,5ee5149e4833d00aae4fecc1,HD Solutions,5ee5149e4833d00aae4fecc1,HD Solutions,5ee5149e4833d00aae4fecc1,12/Jul/25 3:50 PM,12/Jul/25 3:50 PM,,,,0,adults-only,,"As a family completing children's room restoration
I want to plan for new mattress delivery and placement
So that I can provide comfortable, pest-free sleeping for children when treatment is successful.

**Acceptance Criteria:**
1. Monitor bed bug elimination progress for minimum 4 weeks of zero activity
2. Research and select appropriate mattresses for children's needs
3. Plan delivery timing to coordinate with treatment success
4. Prepare rooms for new mattress delivery and setup
5. Install new mattress protectors immediately upon delivery
6. Dispose of old mattresses safely and appropriately
7. Set up beds with new, clean bedding and proper bed bug prevention
8. Establish ongoing monitoring routine to protect new mattresses",,HD Solutions,5ee5149e4833d00aae4fecc1,,,,,,,,,,,,,,,,,,,,GMLT-46,GMLT-6,,,0|i000hj:,,,,,{},,,,,10126,GMLT-6,KIDS - Children's Bedroom Safety & Organization,To Do,12/Jul/25 3:50 PM
[LIVING] Couch Assessment and Treatment Decision,GMLT-54,10200,Story,To Do,GMLT,Get My Life Together,software,HD Solutions,5ee5149e4833d00aae4fecc1,,Highest,,HD Solutions,5ee5149e4833d00aae4fecc1,HD Solutions,5ee5149e4833d00aae4fecc1,HD Solutions,5ee5149e4833d00aae4fecc1,12/Jul/25 3:58 PM,12/Jul/25 3:59 PM,,,,0,adults-only,,"As a family dealing with potentially bed bug infested furniture
I want to thoroughly assess both couches for bed bug infestation
So that I can make informed decisions about treatment versus disposal.

**Acceptance Criteria:**
1. Conduct detailed inspection of both couches using flashlight and magnifying glass
2. Look for bed bug signs: live bugs, blood stains, dark spots, shed skins, sweet musty odor
3. Check all seams, cushions, frame joints, and underneath areas thoroughly
4. Document findings with photos and detailed notes
5. Research professional furniture treatment costs versus replacement costs
6. Make decision for each couch: treat in place, professional treatment, or disposal
7. If disposing, arrange safe removal that prevents spreading bed bugs to other areas
8. If treating, develop comprehensive treatment plan with timeline",,HD Solutions,5ee5149e4833d00aae4fecc1,,,,,,,,,GMLT-64,,,,,,,,,,,GMLT-3,,,,0|i000hr:,,,,,{},,,,,10127,GMLT-7,LIVING - Common Area Pest Control & Family Organization,To Do,12/Jul/25 3:58 PM
[LIVING] End Table and Surface Organization,GMLT-55,10202,Story,To Do,GMLT,Get My Life Together,software,HD Solutions,5ee5149e4833d00aae4fecc1,,High,,HD Solutions,5ee5149e4833d00aae4fecc1,HD Solutions,5ee5149e4833d00aae4fecc1,HD Solutions,5ee5149e4833d00aae4fecc1,12/Jul/25 3:58 PM,12/Jul/25 3:58 PM,,,,0,all-family,,"As a family creating organized living spaces
I want to systematically organize end tables and all surfaces
So that I can eliminate clutter that provides pest hiding places while creating functional family space.

**Acceptance Criteria:**
1. Remove all items from end tables, coffee tables, and TV stands completely
2. Sort items into categories: daily use, occasional use, relocate, donate, discard
3. Apply bed bug treatment to all table surfaces, joints, and crevices
4. Deep clean all surface areas with appropriate cleaners
5. Purchase small containers and organizers for loose items
6. Create designated spots for remote controls, chargers, and daily items
7. Return only essential items to surfaces with proper organization
8. Establish daily surface clearing routine for family maintenance",,HD Solutions,5ee5149e4833d00aae4fecc1,,,,,,,,,GMLT-56,GMLT-57,GMLT-59,GMLT-62,,,,,,,,GMLT-3,,,,0|i000hz:,,,,,{},,,,,10127,GMLT-7,LIVING - Common Area Pest Control & Family Organization,To Do,12/Jul/25 3:58 PM
[LIVING] AC/Dehumidifier Installation Planning,GMLT-56,10204,Story,To Do,GMLT,Get My Life Together,software,HD Solutions,5ee5149e4833d00aae4fecc1,,Medium,,HD Solutions,5ee5149e4833d00aae4fecc1,HD Solutions,5ee5149e4833d00aae4fecc1,HD Solutions,5ee5149e4833d00aae4fecc1,12/Jul/25 3:58 PM,12/Jul/25 3:59 PM,,,,0,adults-only,,"As a family improving home comfort and air quality
I want to plan the installation of new AC/dehumidifier unit
So that I can create better living conditions while ensuring proper placement for pest prevention.

**Acceptance Criteria:**
1. Research optimal placement location for AC/dehumidifier unit
2. Ensure electrical requirements and outlet accessibility
3. Plan installation timing to coordinate with room treatment completion
4. Consider drainage requirements and moisture management
5. Verify unit size is appropriate for living room square footage
6. Plan cord management to prevent tripping hazards and pest harborage
7. Schedule professional installation if required for electrical work
8. Create maintenance schedule for filter changes and cleaning",,HD Solutions,5ee5149e4833d00aae4fecc1,,,,,,,,,GMLT-65,,,,,,,,,,,GMLT-55,,,,0|i000i7:,,,,,{},,,,,10127,GMLT-7,LIVING - Common Area Pest Control & Family Organization,To Do,12/Jul/25 3:58 PM
[LIVING] Play Area Deep Clean and Organization,GMLT-57,10206,Story,To Do,GMLT,Get My Life Together,software,HD Solutions,5ee5149e4833d00aae4fecc1,,High,,HD Solutions,5ee5149e4833d00aae4fecc1,HD Solutions,5ee5149e4833d00aae4fecc1,HD Solutions,5ee5149e4833d00aae4fecc1,12/Jul/25 3:58 PM,12/Jul/25 3:59 PM,,,,0,all-family,,"As a family creating safe, organized play space for children
I want to systematically clean and organize the play area
So that I can eliminate pest harborage while creating functional space for family activities.

**Acceptance Criteria:**
1. Remove all toys and play items from area completely
2. Sort toys into categories: keep, donate, broken, missing pieces
3. Wash all washable toys in hot water or wipe with disinfectant
4. Apply bed bug treatment to play area flooring and any furniture
5. Dispose of toys that cannot be effectively cleaned or are broken
6. Create organized storage systems for different types of toys
7. Establish toy rotation system to prevent overwhelming clutter
8. Create daily pickup routine that children can follow",,HD Solutions,5ee5149e4833d00aae4fecc1,,,,,,,,,GMLT-58,GMLT-62,,,,,,,,,,GMLT-55,,,,0|i000if:,,,,,{},,,,,10127,GMLT-7,LIVING - Common Area Pest Control & Family Organization,To Do,12/Jul/25 3:58 PM
[LIVING] Bookcase Repair and Treatment,GMLT-58,10208,Story,To Do,GMLT,Get My Life Together,software,HD Solutions,5ee5149e4833d00aae4fecc1,,Medium,,HD Solutions,5ee5149e4833d00aae4fecc1,HD Solutions,5ee5149e4833d00aae4fecc1,HD Solutions,5ee5149e4833d00aae4fecc1,12/Jul/25 3:58 PM,12/Jul/25 3:58 PM,,,,0,adults-lead,teen-assist,"As a family restoring functional storage furniture
I want to repair the damaged bookcase and treat it for bed bugs
So that I can create organized storage while eliminating potential pest harborage.

**Acceptance Criteria:**
1. Remove all books and items from bookcase completely
2. Assess structural damage and determine repair requirements
3. Purchase necessary hardware and supplies for bookcase repair
4. Complete repairs to ensure bookcase is stable and functional
5. Apply bed bug treatment to all bookcase surfaces, joints, and crevices
6. Clean bookcase thoroughly inside and outside
7. Inspect all books for bed bug signs before returning to shelves
8. Organize books and items returning to bookcase in logical system",,HD Solutions,5ee5149e4833d00aae4fecc1,,,,,,,,,,,,,,,,,,,,GMLT-57,,,,0|i000in:,,,,,{},,,,,10127,GMLT-7,LIVING - Common Area Pest Control & Family Organization,To Do,12/Jul/25 3:58 PM
[LIVING] TV Area Organization and Treatment,GMLT-59,10210,Story,To Do,GMLT,Get My Life Together,software,HD Solutions,5ee5149e4833d00aae4fecc1,,Medium,,HD Solutions,5ee5149e4833d00aae4fecc1,HD Solutions,5ee5149e4833d00aae4fecc1,HD Solutions,5ee5149e4833d00aae4fecc1,12/Jul/25 3:58 PM,12/Jul/25 3:58 PM,,,,0,adults-lead,teen-assist,"As a family creating organized entertainment space
I want to thoroughly organize TV area and treat furniture for bed bugs
So that I can create functional family gathering space free from pest harborage.

**Acceptance Criteria:**
1. Remove all items from TV stand and entertainment center
2. Sort electronics, cables, games, and media into organized categories
3. Apply bed bug treatment to TV stand surfaces, joints, and cable areas
4. Clean and organize all cables with proper management systems
5. Deep clean TV stand and surrounding area thoroughly
6. Test all electronics to ensure proper function after cleaning
7. Create organized storage for games, remotes, and media
8. Establish routine for maintaining TV area organization",,HD Solutions,5ee5149e4833d00aae4fecc1,,,,,,,,,,,,,,,,,,,,GMLT-55,,,,0|i000iv:,,,,,{},,,,,10127,GMLT-7,LIVING - Common Area Pest Control & Family Organization,To Do,12/Jul/25 3:58 PM
[LIVING] Dining Table Deep Clean and Treatment,GMLT-60,10212,Story,To Do,GMLT,Get My Life Together,software,HD Solutions,5ee5149e4833d00aae4fecc1,,High,,HD Solutions,5ee5149e4833d00aae4fecc1,HD Solutions,5ee5149e4833d00aae4fecc1,HD Solutions,5ee5149e4833d00aae4fecc1,12/Jul/25 3:58 PM,12/Jul/25 3:59 PM,,,,0,adults-only,,"As a family restoring functional dining space
I want to thoroughly clean and treat the dining table
So that I can eliminate roach harborage while creating proper space for family meals.

**Acceptance Criteria:**
1. Clear dining table of all items completely
2. Remove tablecloth, placemats, and any fabric items for washing
3. Flip table over to inspect and treat underside thoroughly
4. Apply bed bug and roach treatment to table joints, crevices, and legs
5. Clean table surface and chairs with appropriate cleaners
6. Apply roach gel bait to areas around table where appropriate
7. Deep clean surrounding floor area and baseboards
8. Return only essential items to table with proper organization",,HD Solutions,5ee5149e4833d00aae4fecc1,,,,,,,,,GMLT-61,GMLT-64,,,,,,,,,,GMLT-3,,,,0|i000j3:,,,,,{},,,,,10127,GMLT-7,LIVING - Common Area Pest Control & Family Organization,To Do,12/Jul/25 3:58 PM
[LIVING] Toy Kitchen Area Restoration,GMLT-61,10214,Story,To Do,GMLT,Get My Life Together,software,HD Solutions,5ee5149e4833d00aae4fecc1,,Medium,,HD Solutions,5ee5149e4833d00aae4fecc1,HD Solutions,5ee5149e4833d00aae4fecc1,HD Solutions,5ee5149e4833d00aae4fecc1,12/Jul/25 3:58 PM,12/Jul/25 3:58 PM,,,,0,adults-lead,child-participate,"As a family creating safe, clean play space for children
I want to completely clean and reorganize the toy kitchen area
So that I can eliminate pest harborage while maintaining children's play opportunities.

**Acceptance Criteria:**
1. Remove all toy kitchen accessories and play food items
2. Disassemble toy kitchen if possible for thorough cleaning
3. Wash all washable toy kitchen components in hot soapy water
4. Apply appropriate treatment to toy kitchen structure and surrounding area
5. Dispose of any toy food items that cannot be effectively cleaned
6. Clean behind and under toy kitchen area thoroughly
7. Reassemble toy kitchen with only clean, treated components
8. Create organization system for toy kitchen accessories",,HD Solutions,5ee5149e4833d00aae4fecc1,,,,,,,,,,,,,,,,,,,,GMLT-60,,,,0|i000jb:,,,,,{},,,,,10127,GMLT-7,LIVING - Common Area Pest Control & Family Organization,To Do,12/Jul/25 3:58 PM
[LIVING] Small Container Organization System,GMLT-62,10216,Story,To Do,GMLT,Get My Life Together,software,HD Solutions,5ee5149e4833d00aae4fecc1,,Low,,HD Solutions,5ee5149e4833d00aae4fecc1,HD Solutions,5ee5149e4833d00aae4fecc1,HD Solutions,5ee5149e4833d00aae4fecc1,12/Jul/25 3:58 PM,12/Jul/25 3:59 PM,,,,0,all-family,,"As a family maintaining organized living spaces
I want to implement small container systems for loose items
So that I can prevent clutter accumulation that creates pest hiding places.

**Acceptance Criteria:**
1. Purchase various sizes of small containers and organizers
2. Identify categories of loose items that need contained storage
3. Create designated containers for remotes, chargers, pens, small toys
4. Label containers clearly for easy family use and maintenance
5. Place containers in logical locations for easy access
6. Train all family members on container system usage
7. Establish weekly organization routine to maintain container systems
8. Create backup storage for seasonal or occasional items",,HD Solutions,5ee5149e4833d00aae4fecc1,,,,,,,,,GMLT-63,,,,,,,,,,,GMLT-55,GMLT-57,,,0|i000jj:,,,,,{},,,,,10127,GMLT-7,LIVING - Common Area Pest Control & Family Organization,To Do,12/Jul/25 3:58 PM
[LIVING] New Storage Solution Installation,GMLT-63,10218,Story,To Do,GMLT,Get My Life Together,software,HD Solutions,5ee5149e4833d00aae4fecc1,,Low,,HD Solutions,5ee5149e4833d00aae4fecc1,HD Solutions,5ee5149e4833d00aae4fecc1,HD Solutions,5ee5149e4833d00aae4fecc1,12/Jul/25 3:59 PM,12/Jul/25 3:59 PM,,,,0,adults-lead,all-family,"As a family creating long-term organizational systems
I want to install new storage solutions throughout living areas
So that I can maintain organization while preventing future clutter and pest harborage.

**Acceptance Criteria:**
1. Install wall shelves, hooks, or storage units as planned
2. Set up storage systems that are accessible to all family members
3. Create designated spaces for commonly used items
4. Install storage that can be easily cleaned and maintained
5. Set up seasonal storage rotation systems
6. Create storage for cleaning supplies and pest control materials
7. Label storage areas for easy maintenance
8. Train family on proper use of all new storage systems",,HD Solutions,5ee5149e4833d00aae4fecc1,,,,,,,,,GMLT-65,,,,,,,,,,,GMLT-62,,,,0|i000jr:,,,,,{},,,,,10127,GMLT-7,LIVING - Common Area Pest Control & Family Organization,To Do,12/Jul/25 3:59 PM
[LIVING] Living Area Pest Monitoring Setup,GMLT-64,10220,Story,To Do,GMLT,Get My Life Together,software,HD Solutions,5ee5149e4833d00aae4fecc1,,Medium,,HD Solutions,5ee5149e4833d00aae4fecc1,HD Solutions,5ee5149e4833d00aae4fecc1,HD Solutions,5ee5149e4833d00aae4fecc1,12/Jul/25 3:59 PM,12/Jul/25 3:59 PM,,,,0,adults-lead,family-participate,"As a family tracking pest elimination progress in common areas
I want to establish monitoring systems for both bed bugs and roaches
So that I can measure treatment effectiveness in family gathering spaces.

**Acceptance Criteria:**
1. Place bed bug monitors near couches and upholstered furniture
2. Set up roach monitoring stations near dining area and entertainment center
3. Create inspection schedule for all monitoring devices
4. Train family members to safely observe and report findings
5. Document any pest activity with photos and location notes
6. Establish response procedures if pests are discovered
7. Create tracking system to monitor progress over time
8. Set up reward system for family participation in monitoring",,HD Solutions,5ee5149e4833d00aae4fecc1,,,,,,,,,,,,,,,,,,,,GMLT-54,GMLT-60,,,0|i000jz:,,,,,{},,,,,10127,GMLT-7,LIVING - Common Area Pest Control & Family Organization,To Do,12/Jul/25 3:59 PM
[LIVING] Family Activity Space Optimization,GMLT-65,10222,Story,To Do,GMLT,Get My Life Together,software,HD Solutions,5ee5149e4833d00aae4fecc1,,Low,,HD Solutions,5ee5149e4833d00aae4fecc1,HD Solutions,5ee5149e4833d00aae4fecc1,HD Solutions,5ee5149e4833d00aae4fecc1,12/Jul/25 3:59 PM,12/Jul/25 3:59 PM,,,,0,all-family,,"As a family creating functional common areas for daily life
I want to optimize living areas for family activities and gatherings
So that I can restore normal family functioning while maintaining pest prevention.

**Acceptance Criteria:**
1. Arrange furniture to support family activities and conversation
2. Create designated spaces for different activities (TV watching, games, homework)
3. Ensure adequate lighting for all family activities
4. Set up spaces that can be easily cleaned and maintained
5. Create traffic flow that minimizes clutter accumulation
6. Establish zones that children can maintain independently
7. Set up storage that supports daily family routines
8. Create welcoming space that encourages family time together",,HD Solutions,5ee5149e4833d00aae4fecc1,,,,,,,,,,,,,,,,,,,,GMLT-63,GMLT-56,,,0|i000k7:,,,,,{},,,,,10127,GMLT-7,LIVING - Common Area Pest Control & Family Organization,To Do,12/Jul/25 3:59 PM
[BATH] Master Bathroom Plumbing Supplies Procurement,GMLT-66,10224,Story,To Do,GMLT,Get My Life Together,software,HD Solutions,5ee5149e4833d00aae4fecc1,,Medium,,HD Solutions,5ee5149e4833d00aae4fecc1,HD Solutions,5ee5149e4833d00aae4fecc1,HD Solutions,5ee5149e4833d00aae4fecc1,12/Jul/25 4:02 PM,12/Jul/25 4:02 PM,,,,0,adults-only,,"As a family upgrading master bathroom functionality
I want to purchase plumbers tape and new shower head
So that I can complete plumbing repairs and improvements effectively.

**Acceptance Criteria:**
1. Purchase high-quality plumbers tape (Teflon tape) for leak prevention
2. Research and select appropriate shower head for master bathroom needs
3. Verify shower head compatibility with existing plumbing connections
4. Purchase any additional plumbing supplies needed for installation
5. Gather necessary tools for shower head installation
6. Read installation instructions and identify any special requirements
7. Plan installation timing to minimize bathroom downtime
8. Have backup plan ready in case of installation complications",,HD Solutions,5ee5149e4833d00aae4fecc1,,,,,,,,,GMLT-68,,,,,,,,,,,,,,,0|i000kf:,,,,,{},,,,,10128,GMLT-8,BATH - Bathroom Restoration & Maintenance Systems,To Do,12/Jul/25 4:02 PM
[BATH] Master Bathroom Sliding Door Repair,GMLT-67,10226,Story,To Do,GMLT,Get My Life Together,software,HD Solutions,5ee5149e4833d00aae4fecc1,,Medium,,HD Solutions,5ee5149e4833d00aae4fecc1,HD Solutions,5ee5149e4833d00aae4fecc1,HD Solutions,5ee5149e4833d00aae4fecc1,12/Jul/25 4:02 PM,12/Jul/25 4:02 PM,12/Jul/25 9:37 PM,,,0,adults-only,,"As a family restoring master bathroom functionality
I want to fix or replace the sliding door handle
So that I can ensure proper bathroom privacy and security.

**Acceptance Criteria:**
1. Assess current sliding door handle condition and operation
2. Determine whether repair or complete replacement is needed
3. Purchase replacement handle or repair parts as required
4. Remove old handle mechanism carefully to avoid door damage
5. Install new handle or complete repairs according to manufacturer instructions
6. Test door sliding operation for smooth movement and proper alignment
7. Ensure door locks and unlocks properly for privacy
8. Adjust door alignment if necessary for proper closure",,HD Solutions,5ee5149e4833d00aae4fecc1,,,,,,,,,,,,,,,,,,,,,,,,0|i000kn:,,,,,{},,,,,10128,GMLT-8,BATH - Bathroom Restoration & Maintenance Systems,To Do,12/Jul/25 4:02 PM
[BATH] Master Bathroom Shower Head Installation,GMLT-68,10228,Story,To Do,GMLT,Get My Life Together,software,HD Solutions,5ee5149e4833d00aae4fecc1,,Medium,,HD Solutions,5ee5149e4833d00aae4fecc1,HD Solutions,5ee5149e4833d00aae4fecc1,HD Solutions,5ee5149e4833d00aae4fecc1,12/Jul/25 4:02 PM,12/Jul/25 4:02 PM,,,,0,adults-only,,"As a family improving master bathroom functionality
I want to install the new shower head properly
So that I can have reliable, efficient water flow for daily use.

**Acceptance Criteria:**
1. Turn off water supply and drain existing water from pipes
2. Remove old shower head carefully using appropriate tools
3. Clean shower arm threads thoroughly and inspect for damage
4. Apply plumbers tape to shower arm threads properly
5. Install new shower head according to manufacturer specifications
6. Turn water supply back on and test for leaks at all connections
7. Test shower head operation including all spray settings and flow rates
8. Adjust shower head angle and position for optimal use",,HD Solutions,5ee5149e4833d00aae4fecc1,,,,,,,,,,,,,,,,,,,,GMLT-66,,,,0|i000kv:,,,,,{},,,,,10128,GMLT-8,BATH - Bathroom Restoration & Maintenance Systems,To Do,12/Jul/25 4:02 PM
[BATH] Master Bathroom Pest Treatment Application,GMLT-69,10230,Story,To Do,GMLT,Get My Life Together,software,HD Solutions,5ee5149e4833d00aae4fecc1,,High,,HD Solutions,5ee5149e4833d00aae4fecc1,HD Solutions,5ee5149e4833d00aae4fecc1,HD Solutions,5ee5149e4833d00aae4fecc1,12/Jul/25 4:02 PM,12/Jul/25 4:02 PM,12/Jul/25 9:36 PM,,,0,adults-only,,"As a family eliminating potential bed bug harborage in bathrooms
I want to apply treatment to shower area and sink vicinity
So that I can ensure bathrooms don't become pest refuges during home treatment.

**Acceptance Criteria:**
1. Inspect bathroom thoroughly for any signs of bed bug activity
2. Apply bed bug treatment to potential harborage areas around sink and vanity
3. Treat areas around bathtub/shower where bed bugs might hide
4. Apply treatment to baseboards and any cracks or crevices
5. Treat behind toilet and around plumbing penetrations carefully
6. Ensure treatments are applied safely away from water sources
7. Ventilate bathroom properly during and after treatment application
8. Document treatment areas and monitor for effectiveness",,HD Solutions,5ee5149e4833d00aae4fecc1,,,,,,,,,GMLT-70,,,,,,,,,,,GMLT-3,,,,0|i000l3:,,,,,{},,,,,10128,GMLT-8,BATH - Bathroom Restoration & Maintenance Systems,To Do,12/Jul/25 4:02 PM
